frame,source_frame,target_rule,source,target,target_n,target_pos,target_retained,target_pos_retained,thermal,baseline,delta
b_win20_win20,win20,win20,bejis_2022,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.3495805197462656,0.5195416410886025,-0.16996112134233687
b_win20_win20,win20,win20,bejis_2022,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.4856273263027296,0.4496006513647643,0.0360266749379653
b_win20_win20,win20,win20,bejis_2022,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5764529379673309,0.5174529058759346,0.05900003209139626
b_win20_win20,win20,win20,mugla_2021,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.6394126570059412,0.5193124490053895,0.12010020800055166
b_win20_win20,win20,win20,mugla_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.4791928625031268,0.5726345924011229,-0.0934417298979961
b_win20_win20,win20,win20,mugla_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.44177458126550867,0.2633432847394541,0.17843129652605455
b_win20_win20,win20,win20,mugla_2021,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.3859383524277141,0.4532099419145727,-0.06727158948685857
b_win20_win20,win20,win20,evia_2021_extended,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.581241453016008,0.5895373424194715,-0.008295889403463486
b_win20_win20,win20,win20,evia_2021_extended,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.5683982323021763,0.5070869118096667,0.06131132049250965
b_win20_win20,win20,win20,evia_2021_extended,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.3040720278289339,0.2767341927562922,0.027337835072641703
b_win20_win20,win20,win20,evia_2021_extended,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5581022752799975,0.5550038509675557,0.003098424312441783
b_win20_win20,win20,win20,montiferru_2021,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.3431744791367402,0.28893345131523,0.05424102782151019
