frame,source,target,model,n,positives,prevalence,auc,ap,ap_lift,pauc01,cap10,cap10_norm,cap20,cap20_norm
a1_trim_srcfull,evia_2021_extended,bejis_2022,thermal,6712,462,0.06883194278903457,0.36817281385281386,0.049428443049915845,0.7181032678593834,0.47368421052631576,0.0,-0.11111111111111112,0.015151515151515152,-0.23106060606060608
a1_trim_srcfull,evia_2021_extended,bejis_2022,baseline,6712,462,0.06883194278903457,0.32297229437229436,0.046397325762628165,0.6740667760146325,0.4786438824333561,0.021645021645021644,-0.08706108706108706,0.047619047619047616,-0.1904761904761905
a1_trim_srcfull,evia_2021_extended,mugla_2021,thermal,32139,1974,0.06142070381779147,0.5997987260543203,0.0831720020803105,1.35413625879387,0.5210787159186305,0.16818642350557245,0.07576269278396938,0.28419452887537994,0.10524316109422491
a1_trim_srcfull,evia_2021_extended,mugla_2021,baseline,32139,1974,0.06142070381779147,0.5934762050868149,0.08862161604024434,1.4428622684485375,0.5251253638856426,0.16666666666666666,0.07407407407407406,0.28419452887537994,0.10524316109422491
a1_trim_srcfull,evia_2021_extended,montiferru_2021,thermal,2163,465,0.21497919556171982,0.7006218574667225,0.3368151674448595,1.5667337788886693,0.5184240855948907,0.13333333333333333,0.09128386336866899,0.3139784946236559,0.1560659599528857
a1_trim_srcfull,evia_2021_extended,montiferru_2021,baseline,2163,465,0.21497919556171982,0.5556568765277302,0.2565156718506474,1.1932116090601081,0.5152764696040416,0.13333333333333333,0.09128386336866899,0.23010752688172043,0.041224970553592435
a1_trim_srcfull,montiferru_2021,manavgat_2021,thermal,5387,1740,0.3229998143679228,0.5504151577899012,0.3463450149358708,1.0722762042870895,0.49667337978940335,0.10459770114942529,0.021935837674801204,0.22241379310344828,0.05346860433232791
a1_trim_srcfull,montiferru_2021,manavgat_2021,baseline,5387,1740,0.3229998143679228,0.48847903646202673,0.30299650573684156,0.938070216324348,0.490861560546412,0.07241379310344828,-0.13161502604880723,0.15172413793103448,-0.11516314779270635
a1_trim_srcfull,montiferru_2021,bejis_2022,thermal,2619,187,0.07140129820542192,0.39248082606248236,0.05418544632919956,0.7588860103538698,0.4768065719110611,0.03208556149732621,-0.0754604872251931,0.11229946524064172,-0.10962566844919787
a1_trim_srcfull,montiferru_2021,bejis_2022,baseline,2619,187,0.07140129820542192,0.5090614445538982,0.06639342884770351,0.929863048941901,0.4767348200927311,0.016042780748663103,-0.0932857991681521,0.0855614973262032,-0.143048128342246
a1_trim_srcfull,montiferru_2021,mugla_2021,thermal,18902,1119,0.05920008464712729,0.5539611512576627,0.06222704524593388,1.0511310180863647,0.48730334028651695,0.05987488829311886,-0.044583457452090164,0.1876675603217158,-0.015415549597855259
a1_trim_srcfull,montiferru_2021,mugla_2021,baseline,18902,1119,0.05920008464712729,0.52631226909535,0.057990289500335634,0.9795643003890475,0.4890066638381445,0.058981233243967826,-0.04557640750670242,0.14924039320822163,-0.06344950848972297
