region,scar,orientation,row,col,pool_n,collar_only_n,median_dist_km,placebo_auc,placebo_collar_only_auc
mugla_2021,6,7,29,311,1503,590,12.870314681467582,0.7002024397594309,0.6960288172681082
mugla_2021,6,5,32,300,1501,592,11.888860332260617,0.6359024691052063,0.6261957389555858
mugla_2021,6,4,14,167,1391,528,22.540463615462752,0.7890042583850227,0.7677095766195876
mugla_2021,6,2,78,293,1439,579,14.512063946937388,0.7516867566979865,0.7550282876611377
mugla_2021,6,7,48,305,1473,581,16.305903838794094,0.680742051307191,0.6414014921831748
mugla_2021,1,3,20,137,1015,405,13.119641763401926,0.8404408132751278,0.8262973000100371
mugla_2021,1,0,11,152,1255,527,19.144842647564385,0.8272373918958311,0.8411085913515682
mugla_2021,1,0,53,264,1172,509,17.235642197583648,0.7645132125382686,0.759140351717859
mugla_2021,1,7,45,300,1278,549,13.686215693170995,0.7402116705048114,0.7145191306193572
mugla_2021,1,5,15,344,1221,531,13.484991657394527,0.8689543201738325,0.8611634233103159
mugla_2021,1,6,108,254,1029,389,12.680102523244834,0.784037966715916,0.7473126145143199
mugla_2021,1,6,42,168,1284,546,13.360529018057997,0.750707055357158,0.7672429196819441
mugla_2021,1,1,59,301,1282,550,14.417563560958584,0.8096005141018648,0.8152722345405272
mugla_2021,1,7,10,311,1278,542,7.26997248963158,0.8204214749502738,0.7802503025030251
mugla_2021,1,2,45,262,1118,497,10.315646846458138,0.7921872197255069,0.7358159798901811
mugla_2021,1,2,1,352,1163,449,14.897650821522165,0.887078320482259,0.8730361357065686
mugla_2021,1,3,55,228,1075,416,19.475176507544163,0.7968160332766119,0.7854127579737336
mugla_2021,1,5,77,294,1281,547,17.03474390767293,0.8060511245237355,0.8184207527632863
mugla_2021,1,0,33,219,1204,504,15.326447729333763,0.8743810154048384,0.860597603991913
mugla_2021,1,5,37,283,1270,540,12.133310408026318,0.7358790517039029,0.7701520626317374
mugla_2021,1,2,52,239,1077,399,14.130286621296824,0.8552991472347407,0.8372489489305922
mugla_2021,1,2,2,135,1069,433,15.826954855562077,0.8640930282081118,0.8722000037552338
mugla_2021,1,7,45,305,1278,547,13.686215693170995,0.7500508925277046,0.7249074775939717
mugla_2021,1,1,74,307,1190,475,12.204028835049154,0.8405957504953202,0.8571245186136072
mugla_2021,1,3,67,245,1076,457,18.27354645382226,0.7605542458770311,0.7769119923146715
mugla_2021,1,4,23,162,1288,553,15.598196673535428,0.782995842380784,0.7833374988361095
mugla_2021,1,5,16,166,1265,548,20.329842596537734,0.8279550542540999,0.8293103277748106
mugla_2021,1,6,14,159,1265,537,21.19304131076991,0.8114731621624517,0.8289907293858786
mugla_2021,1,6,60,182,1136,447,13.975379668471092,0.7147076224283371,0.6831753999866621
mugla_2021,1,1,98,266,1134,476,20.685320882210167,0.7887541044722617,0.7962981940743777
mugla_2021,1,0,35,338,1293,555,11.77762709547216,0.7685127547331158,0.774440293952489
mugla_2021,1,4,75,280,1207,515,21.340630262482875,0.8076105284665109,0.8109927118688662
mugla_2021,1,2,27,291,1287,554,7.380548760085527,0.6845303146116154,0.6684179116159392
mugla_2021,1,4,19,171,1284,547,18.867817553934277,0.8006916478822108,0.8152103367468776
mugla_2021,1,1,27,208,1051,443,16.23121991718429,0.8903908782189629,0.9023839674062655
mugla_2021,1,0,13,353,1156,484,15.1804150140897,0.8699397980138972,0.8778248113059642
mugla_2021,1,4,29,201,1269,539,20.523157651784484,0.8179903942459441,0.8345651638334566
mugla_2021,1,6,101,239,1169,457,10.359777989899204,0.7906092576751259,0.7840932676285187
mugla_2021,1,6,51,318,1293,555,11.25,0.759308513425428,0.7141019067848338
mugla_2021,1,1,29,130,1013,407,12.356577195971385,0.8232730599764044,0.8093459312971508
mugla_2021,1,7,105,296,1028,338,20.60685565533956,0.7646982063205845,0.7782227674347749
mugla_2021,1,3,35,201,1280,545,20.22498454881981,0.7978796155149052,0.8372815196041868
mugla_2021,1,2,48,212,1235,507,18.905356383840004,0.8111769417289315,0.8060032178231052
mugla_2021,1,4,34,349,1285,547,10.271440989461995,0.8156475066696192,0.8089777698508246
mugla_2021,1,1,7,172,1232,526,25.06301535885167,0.8680478566149298,0.8532412130204952
mugla_2021,1,7,30,167,1254,538,15.637086939886142,0.7867117905628818,0.8130736140075157
mugla_2021,1,0,76,287,1238,519,20.33233247319437,0.8248541007219442,0.8241354282521631
mugla_2021,1,0,4,132,1041,435,17.555768282818043,0.8493227535541445,0.848574899542099
