block,direction,source_region,target_region,metric,value,ci_low,ci_high,source_file,source_column
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,fraction_inside_weighted_aoa,0.6309697826555798,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,unweighted_fraction_target_cells_inside_support,0.9590232680740935,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,target_mean_dissimilarity,0.2468574381461607,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,target_p95_dissimilarity,0.5115908787629446,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,raw_thermal_roc_auc,0.576836486299561,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,raw_thermal_pr_auc,0.0856193943900276,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_raw_source_only_pr_auc,0.048758121686924845,0.04343190388752561,0.05482599899500973,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_raw_source_only_roc_auc,0.3258336344280276,0.30451538677753315,0.3489117706909987,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_regionwise_zscore_pr_auc,0.06666741920312758,0.05843519870884246,0.07613532017820462,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_regionwise_zscore_roc_auc,0.4770999741918833,0.4506650532294769,0.5018363136676169,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_coral_after_regionwise_zscore_pr_auc,0.06958071891779777,0.06121738084311041,0.0790826121143335,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_coral_after_regionwise_zscore_roc_auc,0.5105400025808117,0.48395276465032017,0.5342108088326657,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,baseline_raw_source_only_pr_auc,0.049284923029179833,0.043996789397396804,0.055787912752355076,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,baseline_raw_source_only_roc_auc,0.3321873346667527,0.3095603068146479,0.35456893154707886,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,baseline_regionwise_zscore_pr_auc,0.057064722740575606,0.05061378700223412,0.06523885538858767,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,baseline_regionwise_zscore_roc_auc,0.4081059423188592,0.38374089691761054,0.43323062806659585,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
